id,citation
528,"Endo, Isaku; Namaaji, Jane; Kulathunga, Anoma. 2011. Uganda's Remittance Corridors from United Kingdom, United States, and South Africa : Challenges to Linking Remittances to the Use of Formal Services. World Bank Working Paper no. 201. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/5948 License: CC BY 3.0 IGO."
529,a></p>World Bank. 2011. A Break with History : Fifteen Years of Inequality Reduction in Latin America. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/2747 License: Creative Commons Attribution CC BY 3.0.i
530,"World Bank. 2010. Roma Inclusion : An Economic Opportunity for Bulgaria, Czech Republic, Romania and Serbia. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12905 License: CC BY 3.0 Unported."
531,"Andrews, Colin. 2008. Management Information Systems in Social Safety Net Programs : A Look at Accountability and Control Mechanisms. Social Safety Nets Primer Notes; No. 28. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/11766 License: CC BY 3.0 Unported."
532,"World Bank. 2011. Turning the Tide in Turbulent Times : Making the Most of Kenya's Demographic Change and Rapid Urbanization. Kenya Economic Update;No. 4. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/13002 License: CC BY 3.0 Unported."
533,"Arias, Diego; Ferreira Lamas, Alfredo; Kpaka, Musa. 2011. Agricultural Commodity Exchanges in Latin America and the Caribbean. LCSSD occasional paper series on food prices;. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/18020 License: CC BY 3.0 IGO."
534,a></p>World Bank. 2011. 2011 Philippines Development Report : Generating Inclusive Growth to Uplift the Poor. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/2817 License: Creative Commons Attribution CC BY 3.0.i
535,"World Bank. 2011. Sudan - Public Expenditure Tracking Survey (PETS) : Case Study of the Health Sector. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12265 License: CC BY 3.0 Unported."
536,"Endo, Isaku; Afram, Gabi G.. 2011. The Qatar-Nepal Remittance Corridor : Enhancing the Impact and Integrity of Remittance Flows by Reducing Inefficiencies in the Migration Process. World Bank Study. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/2330 License: CC BY 3.0 IGO."
537,"Latortue, Alexia; El-Zoghbi, Mayada; G_hwiler, Barbara. 2009. Improving Effectiveness from Within : SmartAid for Microfinance Index. CGAP Brief. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/9487 License: CC BY 3.0 Unported."
538,"Lemiere, Christophe; Herbst, Christopher H.; Jahanshahi, Negda; Smith, Ellen; Soucat, Agnes. 2011. Reducing Geographical Imbalances of Health Workers in Sub-Saharan Africa : A Labor Market Perspective on What Works, What Does Not, and Why. World Bank Working Paper ; No. 209. Africa Human Development Series. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/5919 License: CC BY 3.0 IGO."
539,"Cuong, Nguyen Viet; Truong, Tran Ngoc; van der Weide, Roy. 2010. Poverty and Inequality Maps for Rural Vietnam : An Application of Small Area Estimation. Policy Research working paper ; no. WPS 5443. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3965 License: Creative Commons Attribution CC BY 3.0."
540,"Boyle, Glenn; Irwin, Timothy. 2005. Techniques for Estimating the Fiscal Costs and Risks of Long-Term Output-Based Payments. OBA working paper series;no. 5. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/23690 License: CC BY 3.0 IGO."
541,"Endo, Isaku; Hirsch, Sarah; Rogge, Jan; Borowik, Kamil. 2010. The U.S.- Honduras Remittance Corridor : Acting on Opportunities to Increase Financial Inclusion and Foster Development of a Transnational Economy. World Bank Working Paper ; no. 177. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/5925 License: CC BY 3.0 IGO."
542,"Doepke, Matthias; Tertilt, Michele. 2011. Does Female Empowerment Promote Economic Development?. Policy Research working paper ; no. WPS 5714. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3479 License: Creative Commons Attribution CC BY 3.0."
543,"Lemiere, Christophe; Herbst, Christopher H.; Jahanshahi, Negda; Smith, Ellen; Soucat, Agnes. 2011. Reducing Geographical Imbalances of Health Workers in Sub-Saharan Africa : A Labor Market Perspective on What Works, What Does Not, and Why. World Bank Working Paper ; No. 209. Africa Human Development Series. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/5919 License: CC BY 3.0 IGO."
544,"Endo, Isaku; Hirsch, Sarah; Rogge, Jan; Borowik, Kamil. 2010. The U.S.- Honduras Remittance Corridor : Acting on Opportunities to Increase Financial Inclusion and Foster Development of a Transnational Economy. World Bank Working Paper ; no. 177. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/5925 License: CC BY 3.0 IGO."
545,"Barham, Tania; Brenzel, Logan; Maluccio, John A.. 2007. Beyond 80 Percent : Are There New Ways of Increasing Vaccination Coverage? Evaluation of CCT Programs in Mexico and Nicaragua. HNP discussion paper series;. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/13743 License: CC BY 3.0 Unported."
546,"Independent Evaluation Group. 2011. The World Bank Group's Response to the Global Economic Crisis : Phase 1. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/2277 License: Creative Commons Attribution CC BY 3.0."
547,"Favin, Michael. 2011. Global Scaling up Hand Washing Project : Endline Assessment of the Enabling Environment in Peru. Water and sanitation program working paper;WSP. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/17319 License: CC BY 3.0 IGO."
548,"World Bank. 2011. Bolivia Financial Sector Notes : Assessing the Sector's Potential Role in Fostering Rural Development and Growth of the Productive Sectors. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/16769 License: CC BY 3.0 IGO."
549,"Krause, Philipp. 2010. M&E Systems and the Budget. PREM Notes; No. 3. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/11077 License: CC BY 3.0 Unported."
550,"Chen, Shaohua; Ravallion, Martin; Wang, Youjuan. 2006. Di Bao : A Guaranteed Minimum Income in ChinaIs Cities?.Policy Research Working Paper; No. 3805. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/8831 License: Attribution 3.0 United States."
551,"Besley, Timothy and Ravi Kanbur, 1993, a></p>Principles of Targeting,i in Lipton, Michael and Jacques van der Gaag (eds.) Including the Poor. Washington D.C.: World Bank. Coady, David, Margaret Grosh and John Hoddinott, 2004a, a></p>Targeting Outcomes Redux,i WorldBank Research Observer, 19(1): 61-86. ___________, _____________ and ____________, 2004b, Targeting Transfers in Developing Countries: Review of Lessons and Experience, Washington DC: World Bank. Cornia, G.A., and F. Stewart, 1995, a></p>Two Errors of Targeting,i in Dominique van de Walle and Kimberly Nead (eds) Public Spending and the Poor, Johns Hopkins University Press for the World Bank. Daoshun, Ge and Yang Tuan, 2004, a></p>Minimum Income Schemes for the Unemployed: A Case Study from Dalian, China,i International Social Science Journal 56(179): 47-56. Foster, James, J. Greer, and Erik Thorbecke, 1984, a></p>A Class of Decomposable Poverty Measures,i Econometrica 52: 761-765. Galasso, Emanuela and Martin Ravallion, 2005, a></p>Decentralized Targeting of an Anti-Poverty Program,i Journal of Public Economics 85: 705-727. Hussain, Athar, 2002, a></p>Urban Poverty in China: Incidence and Policy Responses,i in Townsend, P. and Gordon, D. (eds) World Poverty: New Policies to Defeat and Old Enemy, Bristol, England: The Policy Press. Jalan, Jyotsna and Martin Ravallion, 2003, a></p>Estimating the Benefit Incidence of an Anti-Poverty Program by Propensity-Score Matching,i Journal of Business and Economic Statistics. 21(1): 19-30. Jenkins, Stephen, 1988, a></p>Calculating Income Distribution Indices from Micro-Data,i National Tax Journal 41(1): 139-42. Kakwani, Nanak, 1980, Income Inequality and Poverty: Methods of Estimation and Policy Applications, Washington DC: Oxford University Press for the World Bank. Kanbur, Ravi , Michael Keen and Matti Tuomala, 1995, a></p>Labor Supply and Targeting in Poverty-Alleviation Programs,i in Dominique van de Walle and Kimberly Nead (eds) Public Spending and the Poor, Johns Hopkins University Press for the World Bank. Lambert, Peter, 1993, The Distribution and Redistribution of Income: A Mathematical Analysis, 28 Manchester: Manchester University Press. Murgai, Rinku and Martin Ravallion, 2005, a></p>Is a Guaranteed Living Wage a Good Anti-Poverty Policy?i Policy Research Working Paper 3640, World Bank, Washington DC. OIKeefe, Philip, 2004, a></p>Social Assistance in China: An Evolving System,i mimeo, World Bank, Washington DC. Ravallion, Martin, 2000, a></p>Monitoring Targeting Performance when Decentralized Allocations to the Poor are Unobserved,i World Bank Economic Review 14(2): 331-45. ______________, 2004, a></p>Who is Protected from Budget Cuts?i Journal of Policy Reform 7(2): 109-22. _______________, 2005, a></p>Poverty Alleviation Programs,i in New Palgrave Dictionary of Economics, 2nd edition, Larry Blume and Steven Durlauf (eds) London: Palgrave Macmillan. Ravallion, Martin and Shaohua Chen, 2005, a></p>ChinaIs (Uneven) Progress Against Poverty,i Journal of Development Economics, in press. Ravallion, Martin and Gaurav Datt, 1995, a></p>Is Targeting through a Work Requirement Efficient? Some Evidence for Rural India,i in D. van de Walle and K. Nead (eds) Public Spending and the Poor: Theory and Evidence, Baltimore: Johns Hopkins University Press. Ravallion, Martin, Emanuela Galasso, Teodoro Lazo and Ernesto Philipp, 2005, a></p>What Can Ex-Participants Reveal About a ProgramIs Impact?i Journal of Human Resources, 40(Winter): 208-230. Rosenbaum, Paul and Donald Rubin, 1983, a></p>The Central Role of the Propensity Score in Observational Studies for Causal Effects,i Biometrika, 70, 41-55. van de Walle, Dominique. 1998. a></p>Targeting Revisited,i World Bank Research Observer, 13(2): 231-48."
552,"World Bank. 2011. Uzbekistan - Country Integrated Fiduciary Assessment. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12557 License: CC BY 3.0 Unported."
553,"Skoufias, Emmanuel; Lopez-Acevedo, Gladys. 2009. Latin America - Determinants of Regional Welfare Disparities within Latin American Countries : Synthesis. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3048 License: Creative Commons Attribution CC BY 3.0."
554,"Ravallion, Martin. 2009. A Comparative Perspective on Poverty Reduction in Brazil, China and India. Policy Research working paper ; no. WPS 5080. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/4333 License: Creative Commons Attribution CC BY 3.0."
555,"Bundy, Donald. 2011. Rethinking School Health : A Key Component of Education for All. Directions in Development--Human Development. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/2267 License: CC BY 3.0 IGO."
556,"Lopez, J. Humberto; Perry, Guillermo. 2008. Inequality in Latin America : Determinants and Consequences. Policy Research Working Paper; No. 4504. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/6368 License: Creative Commons Attribution CC BY 3.0."
557,"Independent Evaluation Group. 2011. Trust Fund Support for Development : An Evaluation of the World Bank's Trust Fund Portfolio. Washington, DC: World Bank Group. © World Bank. https://openknowledge.worldbank.org/handle/10986/21345 License: CC BY 3.0 IGO."
558,"World Bank. 2011. Chile's State-Guaranteed Student Loan Program : Analysis and Evaluation. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12954 License: CC BY 3.0 Unported."
559,"World Bank. 2009. East Asia and Pacific Update, April 2009 : Battling the Forces of Global Recession. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/14684 License: Attribution CC BY 3.0."
560,"Hou, Xiaohui. 2009. Wealth : Crucial but Not Sufficient Evidence from Pakistan on Economic Growth, Child Labor, and Schooling. Policy Research working paper ; no. WPS 4831. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/4028 License: Creative Commons Attribution CC BY 3.0."
561,"Goodland, Andrew. 2010. Reestablishment of rural services and revitalization of rural economy. EAP DRM Knowledge Notes; No. 5. World Bank, Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/10121 License: CC BY 3.0 Unported."
562,"World Bank. 2012. Montenegro After the Crisis : Towards a Smaller and More Efficient Government. Public expenditure review (PER);. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12821 License: CC BY 3.0 Unported."
563,"Fiszbein, Ariel; Ringold, Dena; Rogers, F. Halsey. 2011. Making Services Work : Indicators, Assessments, and Benchmarking of the Quality and Governance of Public Service Delivery in the Human Development Sectors. Policy Research working paper ; no. WPS 5690. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3454 License: Creative Commons Attribution CC BY 3.0."
564,a></p>World Bank. 2011. Social Protection for a Changing India : Executive Summary. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/2746 License: Creative Commons Attribution CC BY 3.0.i
565,a></p>World Bank. 2011. Burkina Faso - Social safety nets. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/2741 License: Creative Commons Attribution CC BY 3.0.i
566,"Horton, Susan; Shekar, Meera; McDonald, Christine; Mahal, Ajay; Krystene Brooks, Jana. 2010. Scaling Up Nutrition : What Will it Cost?. Directions in Development ; human development. Washington, DC: World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/2685 License: CC BY 3.0 IGO."
567,"World Bank. 2010. Vietnam : Strengthening the Social Safety Net to Address New Poverty and Vulnerability Challenges. Washington, DC. © World Bank. https://openknowledge.worldbank.org/handle/10986/12774 License: CC BY 3.0 Unported."
568,"Dethier, Jean-Jacques; Effenberger, Alexandra. 2011. Agriculture and Development : A Brief Review of the Literature.Policy Research working paper ; no. WPS 5553. World Bank. © World Bank. https://openknowledge.worldbank.org/handle/10986/3323 License: Creative Commons Attribution CC BY 3.0."
